Rooms,Bathrooms,Floor Level,Year Built,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter,finishing_type,Type,price after 10 years
2.0,1 bathroom,5.0,2025.0,Inner,Cash,Madinaty,B(Compound),5400000.0,54000.0,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,Village West Compound,B(Compound),11500000.0,68862.28,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Outer,Cash,Mountain View I,B(Compound),6500000.0,50000.0,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,Green 5,C(BASICS),6200000.0,29807.69,semi,Own,
2.0,1 bathroom,4.0,2025.0,Outer,Cash,الشطر السابع,C(BASICS),2600000.0,24761.9,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Outer,Cash,شارع المشير أحمد,C(BASICS),7000000.0,35000.0,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Installments,وصال ريزيدنس,C(BASICS),6100000.0,38125.0,superlux,Own,
3.0,2 bathroom,2.0,2027.0,Outer,Cash or Installments,الثورة الخضراء,C(BASICS),7606000.0,51391.89,semi,Investment,12326000.0
4.0,4 bathroom,4.0,2015.0,Inner,Cash,فيستيفال ليفينج,B(Compound),30000000.0,111111.11,superlux,Own,
3.0,2 bathroom,7.0,2000.0,Outer,Cash,عمارات مصر للتعمير,C(BASICS),4250000.0,28333.33,superlux,Own,
3.0,2 bathroom,1.0,2002.0,Outer,Cash,Neighborhood 11Th,C(BASICS),4500000.0,22500.0,superlux,Own,
3.0,3 bathroom,6.0,2025.0,Outer,Cash,شارع البحر الاعظم,B(Compound),5600000.0,18666.67,superlux,Own,
3.0,3 bathroom,3.0,2027.0,Inner,Cash or Installments,كمبوند ايفوار,B(Compound),11534000.0,70329.27,semi,Investment,26696000.0
3.0,3 bathroom,2.0,2026.0,Outer,Installments,Bloomfields Compound,B(Compound),7653146.0,36443.55,without,Own,
2.0,2 bathroom,3.0,2026.0,Inner,Cash,كمبوند بيانستر,B(Compound),2600000.0,23008.85,semi,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,Uptown October –,B(Compound),3250000.0,19117.65,without,Own,
3.0,2 bathroom,3.0,2025.0,Inner,Cash,المجاوره الرابعه,C(BASICS),3500000.0,15021.46,semi,Own,
2.0,1 bathroom,2.0,2025.0,Inner,Cash,Madinaty,B(Compound),4000000.0,48780.49,superlux,Own,
3.0,1 bathroom,13.0,2000.0,Outer,Cash,مدينة اسيد,C(BASICS),6500000.0,27659.57,superlux,Own,
3.0,3 bathroom,2.0,2019.0,Outer,Cash,ميفيدا بارسل,C(BASICS),21000000.0,105000.0,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Outer,Cash,Village West Compound,B(Compound),9389000.0,63013.42,superlux,Own,
3.0,2 bathroom,4.0,2023.0,Outer,Cash,El Hay El,C(BASICS),2750000.0,19642.86,superlux,Own,
2.0,3 bathroom,1.0,2026.0,Inner,Cash,Hyde Park,B(Compound),11185000.0,99866.07,semi,Own,
2.0,2 bathroom,2.0,2026.0,Inner,Cash or Installments,كمبوند الكارما كاي,B(Compound),12205000.0,74877.3,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,Madinaty,C(BASICS),8200000.0,46857.14,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,القرنفل 2 فيلات,C(BASICS),6500000.0,20376.18,semi,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,Phase 8,C(BASICS),13500000.0,54000.0,superlux,Own,
2.0,1 bathroom,2.0,2028.0,Outer,Installments,Aqmar Compound,B(Compound),3800000.0,44705.88,semi,Investment,8576000.0
2.0,1 bathroom,1.0,2025.0,Inner,Cash,Mohammed Farid St.,C(BASICS),5500000.0,50925.93,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,L'Avenir Compound,B(Compound),6000000.0,26905.83,semi,Own,
3.0,2 bathroom,2.0,2023.0,Outer,Cash,Suleiman Al,C(BASICS),8000000.0,37209.3,superlux,Own,
4.0,4 bathroom,1.0,2021.0,Inner,Cash,شارع الشيخ سليم,B(Compound),11500000.0,31081.08,semi,Own,
3.0,1 bathroom,3.0,1998.0,Outer,Cash,مدينة الفردوس,C(BASICS),4000000.0,26666.67,superlux,Own,
3.0,3 bathroom,2.0,2009.0,Inner,Cash,بلوك 40,C(BASICS),5600000.0,29787.23,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Inner,Cash,كمبوند ذا ادرس,B(Compound),3100000.0,34444.44,superlux,Own,
2.0,2 bathroom,3.0,2025.0,Inner,Cash,كمبوند ريتاج,B(Compound),5500000.0,44354.84,superlux,Own,
2.0,1 bathroom,2.0,2025.0,Inner,Cash,كمبوند العربية جيت,B(Compound),2950000.0,27314.81,superlux,Own,
2.0,2 bathroom,4.0,2015.0,Outer,Cash,مجموعة 3,C(BASICS),13000000.0,84967.32,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Inner,Cash,الأندلس 1,C(BASICS),2000000.0,19047.62,semi,Own,
3.0,3 bathroom,3.0,2027.0,Outer,Installments,الحي الثاني,C(BASICS),4731000.0,24015.23,semi,Investment,7722000.0
3.0,2 bathroom,1.0,2025.0,Inner,Cash,المنطقة الثانية,C(BASICS),3700000.0,21142.86,semi,Own,
5.0,3 bathroom,5.0,2020.0,Outer,Cash,شارع أحمد عرابي,C(BASICS),6400000.0,22857.14,without,Own,
2.0,1 bathroom,2.0,2025.0,Inner,Cash,The Address Compound,B(Compound),7200000.0,92307.69,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,النرجس الجديدة,C(BASICS),5000000.0,30303.03,semi,Own,
3.0,2 bathroom,4.0,2006.0,Outer,Cash,طريق الجيش,C(BASICS),5500000.0,34375.0,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash,القرنفل 2 استلام,C(BASICS),6500000.0,20376.18,without,Own,
3.0,2 bathroom,3.0,2015.0,Outer,Cash,شارع اسكندر إبراهيم,C(BASICS),3350000.0,24814.81,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,كمبوند جنة مصر,B(Compound),3750000.0,25000.0,superlux,Own,
3.0,2 bathroom,1.0,2020.0,Inner,Cash,Madinaty,C(BASICS),6450000.0,55603.45,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,القرنفل 1,C(BASICS),9200000.0,29870.13,semi,Own,
3.0,3 bathroom,1.0,2026.0,Outer,Installments,الحي الثاني,C(BASICS),4485000.0,23000.0,semi,Own,
3.0,1 bathroom,1.0,2023.0,Outer,Cash,شارع 2,C(BASICS),2650000.0,19629.63,superlux,Own,
2.0,2 bathroom,2.0,2019.0,Outer,Installments,The Most Beautiful,C(BASICS),5240000.0,50873.79,superlux,Own,
2.0,2 bathroom,4.0,2025.0,Inner,Cash,الأندلس 1,C(BASICS),2700000.0,25714.29,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,النرجس الجديدة,C(BASICS),3900000.0,26351.35,semi,Own,
3.0,2 bathroom,3.0,2014.0,Outer,Cash,Madinaty In (B6),C(BASICS),6000000.0,48387.1,superlux,Own,
3.0,1 bathroom,1.0,1989.0,Outer,Cash,شارع شعرواي,C(BASICS),4600000.0,30666.67,superlux,Own,
2.0,1 bathroom,1.0,2019.0,Inner,Cash,Madinaty At A,C(BASICS),4500000.0,57692.31,superlux,Own,
1.0,1 bathroom,1.0,2028.0,Inner,Cash or Installments,Wadi El Nile,B(Compound),1400000.0,35000.0,superlux,Investment,3380000.0
3.0,2 bathroom,3.0,2027.0,Inner,Cash or Installments,Village West Compound,B(Compound),17256093.0,108528.89,superlux,Investment,41735000.0
3.0,2 bathroom,3.0,2028.0,Outer,Cash,Esse Residence,B(Compound),3991000.0,31674.6,semi,Investment,9015000.0
3.0,2 bathroom,7.0,1980.0,Outer,Cash,Mostafa Kamel Area,C(BASICS),4300000.0,28666.67,superlux,Own,
3.0,2 bathroom,3.0,2001.0,Outer,Cash,شارع محمد عبد,C(BASICS),2850000.0,18387.1,superlux,Own,
2.0,2 bathroom,6.0,2024.0,Outer,Cash,Raml Station,C(BASICS),3900000.0,25000.0,semi,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,المنطقة الثانية,C(BASICS),4500000.0,28125.0,superlux,Own,
2.0,1 bathroom,5.0,2028.0,Outer,Cash or Installments,Esse Residence,B(Compound),7290000.0,71470.59,semi,Investment,16435000.0
3.0,2 bathroom,1.0,2024.0,Outer,Cash,Fifth Square Compound,B(Compound),9900000.0,62658.23,superlux,Own,
3.0,2 bathroom,6.0,2020.0,Outer,Installments,شارع البطل أحمد,C(BASICS),8000000.0,43243.24,without,Own,
3.0,2 bathroom,2.0,2000.0,Outer,Cash,Other Neighborhoods In,C(BASICS),8500000.0,38990.83,superlux,Own,
3.0,2 bathroom,9.0,2017.0,Outer,Cash or Installments,شارع الملك فيصل,C(BASICS),1550000.0,10839.16,without,Own,
3.0,3 bathroom,12.0,2025.0,Outer,Cash,14Th Of May,C(BASICS),11092000.0,47000.0,superlux,Own,
2.0,2 bathroom,4.0,2019.0,Outer,Cash,Madinaty – B11,C(BASICS),5200000.0,54166.67,superlux,Own,
3.0,2 bathroom,1.0,2010.0,Outer,Cash,El Geish Road,C(BASICS),6000000.0,34285.71,superlux,Own,
3.0,2 bathroom,6.0,2025.0,Outer,Cash or Installments,Mohammed Fawzi Moaz,C(BASICS),6300000.0,43448.28,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Installments,كمبوند ذا 101,B(Compound),7857000.0,53087.84,semi,Own,
3.0,2 bathroom,2.0,2022.0,Inner,Cash,Hadayek El Mohandiseen,B(Compound),7500000.0,41666.67,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash,الأندلس 1,C(BASICS),4500000.0,19565.22,superlux,Own,
4.0,3 bathroom,5.0,2023.0,Outer,Cash,شارع محيي الدين,B(Compound),10920000.0,42000.0,without,Own,
3.0,2 bathroom,3.0,2025.0,Inner,Cash,Madinaty (Wide Garden,B(Compound),4700000.0,48958.33,superlux,Own,
4.0,3 bathroom,1.0,2028.0,Inner,Cash or Installments,Ons Compound,B(Compound),15900000.0,71945.7,superlux,Investment,37875000.0
3.0,2 bathroom,9.0,2011.0,Outer,Cash,Sama El Maadi,C(BASICS),5500000.0,23404.26,superlux,Own,
1.0,1 bathroom,4.0,2027.0,Outer,Installments,The Ibiza Bay.,C(BASICS),4615000.0,65000.0,superlux,Investment,7754000.0
3.0,2 bathroom,1.0,2025.0,Outer,Cash,Amin Henedy St.,C(BASICS),3800000.0,19000.0,superlux,Own,
4.0,2 bathroom,2.0,2011.0,Inner,Cash,Golden Gates Compound,B(Compound),4000000.0,22222.22,superlux,Own,
3.0,3 bathroom,2.0,2000.0,Outer,Cash,Zayed Dunes Compound,B(Compound),4900000.0,28000.0,semi,Own,
3.0,3 bathroom,9.0,2005.0,Outer,Cash,Sama El Qahera,C(BASICS),5500000.0,23404.26,superlux,Own,
3.0,2 bathroom,9.0,2017.0,Outer,Cash,Eighth Neighborhood,C(BASICS),4200000.0,28965.52,superlux,Own,
3.0,2 bathroom,2.0,2024.0,Outer,Installments,Vye Compound,B(Compound),12998774.0,82270.72,semi,Own,
3.0,3 bathroom,7.0,2010.0,Inner,Cash,تيجان 1 205متر,C(BASICS),6500000.0,31707.32,superlux,Own,
1.0,1 bathroom,2.0,2027.0,Outer,Installments,The Ibiza Bay,C(BASICS),3850000.0,55000.0,superlux,Investment,6445000.0
1.0,1 bathroom,3.0,2027.0,Inner,Installments,The Ibiza Bay,C(BASICS),2340000.0,45000.0,superlux,Investment,4034000.0
2.0,1 bathroom,7.0,2025.0,Outer,Cash,One Kattameya Compound,B(Compound),3350000.0,31018.52,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Outer,Installments,The Ibiza Bay,C(BASICS),3240000.0,60000.0,superlux,Investment,5437000.0
3.0,2 bathroom,3.0,2021.0,Outer,Cash,شارع ابن رشد,C(BASICS),7500000.0,46583.85,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,Uptown October –,B(Compound),3470000.0,20411.76,without,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash,Sun Capital Compound,B(Compound),4500000.0,28125.0,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,A Prime Location,C(BASICS),11200000.0,38620.69,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,طريق مدينتي,C(BASICS),12500000.0,50000.0,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,El Bostan St.,C(BASICS),4800000.0,24000.0,superlux,Own,
2.0,2 bathroom,3.0,2025.0,Outer,Cash,Cairo Festival City,C(BASICS),17500000.0,125000.0,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Outer,Cash or Installments,White Residence Compound,B(Compound),4000000.0,36363.64,without,Investment,8597000.0
3.0,2 bathroom,5.0,2027.0,Outer,Installments,Valore Smouha Compound,B(Compound),8300000.0,47701.15,superlux,Investment,19390000.0
2.0,1 bathroom,5.0,2030.0,Outer,Cash or Installments,Jirian Compound,B(Compound),7440000.0,120000.0,superlux,Investment,17431000.0
3.0,2 bathroom,2.0,2025.0,Inner,Cash,Green Square.,B(Compound),6300000.0,37500.0,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,Promenade Na,B(Compound),7500000.0,33333.33,semi,Own,
3.0,3 bathroom,3.0,2028.0,Outer,Cash or Installments,طريق احمد زويل,C(BASICS),4495000.0,31000.0,without,Investment,6840000.0
3.0,2 bathroom,3.0,2025.0,Inner,Cash,Dar Misr,B(Compound),3300000.0,25384.62,superlux,Own,
4.0,2 bathroom,1.0,2025.0,Inner,Cash,شارع 1,C(BASICS),12000000.0,31578.95,superlux,Own,
3.0,1 bathroom,8.0,1997.0,Outer,Cash,شارع مصطفى النحاس,C(BASICS),3200000.0,26666.67,superlux,Own,
3.0,3 bathroom,3.0,2028.0,Outer,Cash or Installments,كمبوند ادريس هوم,B(Compound),4706000.0,26000.0,without,Investment,10125000.0
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,Front Of Zewail,C(BASICS),4898000.0,31000.0,without,Investment,7498000.0
3.0,2 bathroom,3.0,2025.0,Outer,Cash,Dar Misr,C(BASICS),3300000.0,25384.62,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,شارع سمير شحاتة,C(BASICS),7700000.0,38500.0,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Outer,Installments,Cfc | Fully,B(Compound),16650000.0,97941.18,superlux,Own,
2.0,2 bathroom,2.0,2028.0,Inner,Installments,Westclay Compound,B(Compound),5150000.0,45175.44,without,Investment,11448000.0
3.0,2 bathroom,3.0,2028.0,Inner,Installments,Westclay Compound,B(Compound),6300000.0,45323.74,without,Investment,13985000.0
2.0,2 bathroom,1.0,2028.0,Inner,Installments,Westclay Compound,B(Compound),6200000.0,47328.24,without,Investment,13923000.0
3.0,,2.0,2025.0,Inner,Cash,Aria Sabbour Mostakbal,C(BASICS),5500000.0,32544.38,semi,Own,
4.0,3 bathroom,4.0,2024.0,Outer,Cash,المجاورة الخامسة,C(BASICS),4600000.0,20909.09,superlux,Own,
3.0,3 bathroom,7.0,2025.0,Outer,Cash,شارع مكرم عبيد,C(BASICS),9500000.0,36538.46,superlux,Own,
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,Address Home Compound,B(Compound),4525000.0,25000.0,without,Investment,9961000.0
4.0,3 bathroom,4.0,2024.0,Outer,Cash,المجاورة الأولى,C(BASICS),4750000.0,19791.67,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Installments,Mountain View Icity,B(Compound),5320000.0,36689.66,without,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,Madinaty,B(Compound),8200000.0,46857.14,superlux,Own,
2.0,1 bathroom,4.0,2020.0,Outer,Cash,El Sheikh Zayed,C(BASICS),2200000.0,25581.4,superlux,Own,
3.0,3 bathroom,5.0,2020.0,Outer,Cash,شارع محمد طلعت,C(BASICS),7500000.0,33333.33,superlux,Own,
2.0,2 bathroom,5.0,1999.0,Outer,Cash,شارع حسني أحمد,C(BASICS),4800000.0,30967.74,superlux,Own,
2.0,2 bathroom,4.0,2001.0,Outer,Cash,6Th Of October,C(BASICS),3000000.0,25000.0,superlux,Own,
3.0,2 bathroom,4.0,2023.0,Outer,Cash,محور جمال عبد,C(BASICS),3650000.0,16590.91,superlux,Own,
3.0,3 bathroom,4.0,2027.0,Outer,Cash or Installments,Mosalsal 3,C(BASICS),3075000.0,25000.0,without,Investment,4681000.0
4.0,3 bathroom,5.0,2020.0,Outer,Cash,منطقة نادي الصيد,B(Compound),13500000.0,50000.0,without,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash or Installments,منطقة ح,C(BASICS),2220000.0,12000.0,without,Own,
3.0,3 bathroom,3.0,2025.0,Outer,Cash,Madinaty B1 Wide,B(Compound),10500000.0,60000.0,superlux,Own,
3.0,1 bathroom,3.0,2020.0,Outer,Cash,شارع المعهد,C(BASICS),2400000.0,16000.0,superlux,Own,
2.0,2 bathroom,3.0,2025.0,Inner,Cash,Z Tower,C(BASICS),7750000.0,75980.39,superlux,Own,
2.0,3 bathroom,2.0,2027.0,Inner,Cash or Installments,Sodic East El,B(Compound),7268200.0,56342.64,superlux,Investment,17660000.0
3.0,1 bathroom,4.0,2026.0,Outer,Cash,الشارع التجاري,C(BASICS),4100000.0,27333.33,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,Village West Compound,B(Compound),10889000.0,73080.54,superlux,Own,
2.0,3 bathroom,1.0,2025.0,Inner,Installments,المستقبل سيتي,C(BASICS),4750000.0,38000.0,without,Own,
2.0,2 bathroom,3.0,2025.0,Inner,Installments,كمبوند صن كابيتال,B(Compound),8937000.0,71496.0,without,Own,
3.0,3 bathroom,4.0,2025.0,Inner,Cash,Village West Compound,B(Compound),10500000.0,68181.82,superlux,Own,
4.0,3 bathroom,4.0,2020.0,Outer,Cash,المجاورة الأولى,C(BASICS),4750000.0,19791.67,superlux,Own,
3.0,3 bathroom,1.0,2027.0,Inner,Installments,Village West Compound,B(Compound),11586989.0,69383.17,superlux,Investment,27960000.0
2.0,2 bathroom,5.0,2025.0,Inner,Installments,ماونتن فيو بارك,B(Compound),4945000.0,41208.33,without,Own,
3.0,1 bathroom,5.0,2020.0,Outer,Cash,El Sheikh Zayed,C(BASICS),2350000.0,24226.8,superlux,Own,
3.0,1 bathroom,2.0,2026.0,Inner,Cash,الهضبه الوسطى ماي,C(BASICS),3600000.0,27692.31,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,كمبوند جاليريا مون,B(Compound),10000000.0,58823.53,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,Hadayek Elmohandeseen Compound,B(Compound),6500000.0,36111.11,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Installments,وصال ريزيدنس,C(BASICS),7180000.0,42235.29,superlux,Own,
3.0,3 bathroom,2.0,2000.0,Outer,Cash,6Th Of October,C(BASICS),3800000.0,27142.86,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,Mountain View Park,B(Compound),6500000.0,50000.0,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,Mahmoud Sami El,C(BASICS),7000000.0,30434.78,superlux,Own,
3.0,2 bathroom,4.0,2024.0,Outer,Cash or Installments,Jasmine Gardens Compound,B(Compound),3250000.0,20061.73,semi,Own,
3.0,3 bathroom,4.0,2025.0,Inner,Cash,Uptown Cairo,B(Compound),19000000.0,87557.6,superlux,Own,
2.0,1 bathroom,2.0,2010.0,Outer,Cash or Installments,شارع رقم 10,C(BASICS),950000.0,10555.56,superlux,Own,
2.0,3 bathroom,4.0,2025.0,Outer,Installments,كمبوند بلوم فيلدز,B(Compound),3527565.0,28220.52,without,Own,
2.0,1 bathroom,1.0,2026.0,Inner,Cash,كمبوند معادي في,B(Compound),2650000.0,20075.76,semi,Own,
3.0,2 bathroom,3.0,2000.0,Outer,Cash,Hadayek October,C(BASICS),5000000.0,40000.0,superlux,Own,
3.0,3 bathroom,1.0,2026.0,Outer,Installments,Village West Compound,B(Compound),10020000.0,60000.0,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,شارع محمد صبري,C(BASICS),5900000.0,33714.29,semi,Own,
3.0,1 bathroom,4.0,2025.0,Inner,Cash,الأندلس 1,C(BASICS),3300000.0,22758.62,superlux,Own,
3.0,4 bathroom,2.0,2025.0,Outer,Cash,فيستيفال ليفينج,C(BASICS),23000000.0,110576.92,superlux,Own,
3.0,4 bathroom,12.0,2025.0,Outer,Cash,El,C(BASICS),30000000.0,86956.52,superlux,Own,
3.0,3 bathroom,4.0,2024.0,Outer,Cash or Installments,Jasmine Gardens Compound,B(Compound),3350000.0,19142.86,semi,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,Badia Palm Hills,C(BASICS),5740000.0,32613.64,without,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,تقسيم الأندلس,C(BASICS),3000000.0,19736.84,semi,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,بارك كورنر,C(BASICS),12500000.0,72674.42,superlux,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Cash,بوليفارد ريزيدنس ميفيدا,C(BASICS),19000000.0,135714.29,superlux,Own,
2.0,3 bathroom,2.0,2018.0,Outer,Cash,كمبوند 90 أفينيو,B(Compound),9500000.0,60897.44,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Outer,Installments,طريق الهضبة الوسطي,C(BASICS),2772000.0,21000.0,without,Own,
4.0,2 bathroom,7.0,1970.0,Outer,Cash,Syria Street Branches,C(BASICS),6500000.0,26000.0,semi,Own,
2.0,2 bathroom,2.0,2019.0,Outer,Cash,بارك كورنر,C(BASICS),12500000.0,86206.9,semi,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,المنطقة و,C(BASICS),2580000.0,14742.86,superlux,Own,
3.0,2 bathroom,2.0,2017.0,Outer,Cash,القاهرة الجديدة,C(BASICS),10700000.0,60112.36,superlux,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Cash,Mivida,C(BASICS),19000000.0,135714.29,superlux,Own,
3.0,3 bathroom,12.0,2025.0,Outer,Cash,شارع السودان,C(BASICS),6250000.0,26041.67,superlux,Own,
2.0,4 bathroom,2.0,2025.0,Outer,Cash,فيستيفال ليفينج,C(BASICS),21000000.0,123529.41,superlux,Own,
2.0,1 bathroom,4.0,2024.0,Outer,Cash or Installments,Sudan St,C(BASICS),1850000.0,17619.05,semi,Own,
2.0,2 bathroom,5.0,2025.0,Outer,Cash,Green Square Compound,B(Compound),3800000.0,28358.21,superlux,Own,
3.0,3 bathroom,1.0,2027.0,Outer,Installments,الحي الثالث,C(BASICS),4423000.0,22798.97,semi,Investment,7224000.0
3.0,3 bathroom,1.0,2025.0,Inner,Installments,Village West Compound,B(Compound),10020000.0,60000.0,superlux,Own,
2.0,2 bathroom,4.0,2017.0,Inner,Cash,Madinaty – B6,B(Compound),5500000.0,53398.06,superlux,Own,
2.0,2 bathroom,5.0,2017.0,Outer,Cash,Madinaty B7 –,B(Compound),4700000.0,48958.33,superlux,Own,
3.0,1 bathroom,3.0,2000.0,Outer,Cash,Street 100,C(BASICS),4800000.0,29090.91,semi,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Installments,Address Home 2,C(BASICS),4123000.0,31000.0,without,Investment,6558000.0
2.0,2 bathroom,5.0,2029.0,Outer,Cash or Installments,قلب التجمع الخامس,C(BASICS),6296000.0,48806.2,without,Investment,10902000.0
2.0,2 bathroom,3.0,2028.0,Outer,Installments,Golden Square,C(BASICS),2250000.0,20454.55,semi,Investment,3614000.0
3.0,3 bathroom,2.0,2025.0,Outer,Cash,The Square Compound,B(Compound),8400000.0,50909.09,superlux,Own,
3.0,3 bathroom,5.0,2025.0,Outer,Cash,The Square Compound,B(Compound),8500000.0,47752.81,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,كمبوند أب تاون,B(Compound),3250000.0,19117.65,without,Own,
3.0,2 bathroom,3.0,1980.0,Outer,Cash,شارع محيي الدين,C(BASICS),11000000.0,39285.71,superlux,Own,
3.0,3 bathroom,3.0,2020.0,Outer,Cash or Installments,شارع البطل أحمد,C(BASICS),7980000.0,38000.0,without,Own,
2.0,2 bathroom,4.0,2025.0,Inner,Cash,Madinaty (Talaat Mostafa),B(Compound),5500000.0,53398.06,superlux,Own,
3.0,1 bathroom,4.0,2002.0,Outer,Cash,Shahin St.,C(BASICS),2700000.0,19285.71,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,شارع 79,C(BASICS),4700000.0,22380.95,semi,Own,
3.0,2 bathroom,3.0,2014.0,Outer,Cash,Sheikh Zayed |,C(BASICS),4800000.0,28235.29,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,الحي الرابع,C(BASICS),3200000.0,21052.63,semi,Own,
1.0,2 bathroom,1.0,2028.0,Inner,Cash or Installments,Elm Tree Compound,B(Compound),5217909.0,75621.87,semi,Investment,12222000.0
3.0,2 bathroom,1.0,2025.0,Outer,Cash,Sixth District,C(BASICS),5750000.0,27912.62,semi,Own,
3.0,2 bathroom,3.0,2024.0,Outer,Cash or Installments,منطقة أ,C(BASICS),2100000.0,13125.0,without,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,شارع الجابري,C(BASICS),4700000.0,33571.43,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Outer,Cash,Al Narges 2,B(Compound),8500000.0,42500.0,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,منطقة أ,C(BASICS),1600000.0,12800.0,without,Own,
2.0,2 bathroom,2.0,2029.0,Outer,Cash or Installments,Tesla Residence Compound,B(Compound),3400000.0,33009.71,semi,Investment,7688000.0
2.0,2 bathroom,3.0,2019.0,Inner,Cash,The Upscale Madinaty,C(BASICS),5300000.0,55208.33,superlux,Own,
3.0,3 bathroom,1.0,2027.0,Outer,Installments,بيت الوطن التجمع,C(BASICS),3846000.0,24496.82,semi,Investment,7397000.0
2.0,2 bathroom,2.0,2025.0,Inner,Cash or Installments,نيوم بيراميدز,C(BASICS),7140000.0,42000.0,semi,Own,
3.0,2 bathroom,3.0,2026.0,Inner,Cash or Installments,كمبوند روفان فيوز,B(Compound),8593000.0,50846.15,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Outer,Cash,Neighborhood 11Th,C(BASICS),6000000.0,22641.51,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,شارع محمد صبري,C(BASICS),7500000.0,31250.0,superlux,Own,
4.0,3 bathroom,2.0,2028.0,Inner,Cash or Installments,Seven Residence,C(BASICS),6100000.0,35057.47,without,Investment,9745000.0
3.0,2 bathroom,1.0,2025.0,Outer,Cash,Street 12,C(BASICS),4000000.0,22222.22,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,كمبوند لو سيال,B(Compound),2850000.0,17701.86,superlux,Own,
2.0,1 bathroom,5.0,2000.0,Outer,Cash,In El Sheikh,C(BASICS),3000000.0,42857.14,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,El Marwa St.,C(BASICS),3100000.0,22142.86,superlux,Own,
4.0,3 bathroom,3.0,2025.0,Inner,Cash,كمبوند عربية,B(Compound),7500000.0,33333.33,superlux,Own,
2.0,1 bathroom,2.0,2024.0,Outer,Installments,Mazarine Resort,C(BASICS),4500000.0,47872.34,superlux,Own,
